m,trial_idx,rng_seed,timed_out,repeat_after,max_value,cycle_length,cycle_min,cycle_max,distinct_tail_values,value_set
125,1,18050940652075421176,0,55096,4145,127,1000,1030,4,1000;1008;1022;1030
3,1033,7358037935219647716,0,23,14,4,12,14,2,12;14
25,1032,14479619234107555449,0,754,269,27,150,166,5,150;156;158;164;166
3,1034,6997569756397782421,0,14,14,4,12,14,2,12;14
2,265,8304382864548833341,0,8,5,3,4,5,2,4;5
2,811,5389910066911112996,0,9,5,3,4,5,2,4;5
16,21,8651236686581549242,0,277,330,17,112,118,4,112;114;116;118
2,1026,8425684983364615154,0,8,5,3,4,5,2,4;5
2,266,7700925309829832960,0,9,5,3,4,5,2,4;5
2,536,3897469187181941499,0,9,5,3,4,5,2,4;5
4,1020,12661727220356951629,0,23,19,7,10,17,6,10;12;13;15;16;17
2,812,9907442043184029144,0,8,5,3,4,5,2,4;5
4,1021,6224158296609496281,0,18,22,5,20,22,2,20;22
2,813,2081524006455904344,0,8,5,3,4,5,2,4;5
2,267,1935786451307516945,0,9,5,3,4,5,2,4;5
16,22,1332716191609918825,0,236,222,17,112,118,4,112;114;116;118
2,268,13829168230436048051,0,9,5,3,4,5,2,4;5
2,537,10678635740185439275,0,9,5,3,4,5,2,4;5
2,152,7438788836653443843,0,9,5,3,4,5,2,4;5
4,1022,16149748572747714675,0,19,19,6,14,17,4,14;15;16;17
3,22,8111244454426335400,0,13,14,4,12,14,2,12;14
2,32,14305598309311437952,0,7,5,3,4,5,2,4;5
3,23,7285604750868492109,0,16,14,4,12,14,2,12;14
3,1035,4220717144167740540,0,15,14,4,12,14,2,12;14
2,33,6105290001933605147,0,9,5,3,4,5,2,4;5
3,24,12859532095809462364,0,17,14,4,12,14,2,12;14
3,1036,8517125505116451007,0,13,14,4,12,14,2,12;14
3,25,15155584469582553504,0,22,14,4,12,14,2,12;14
16,23,6379044901535186156,0,334,310,17,112,118,4,112;114;116;118
2,153,18100427492238386627,0,6,5,3,4,5,2,4;5
2,814,17917387264115762032,0,7,5,3,4,5,2,4;5
3,26,14679829864593001841,0,13,14,4,12,14,2,12;14
2,269,17962944470809299262,0,9,5,3,4,5,2,4;5
4,37,3633624255155250479,0,30,19,7,10,17,6,10;12;13;15;16;17
3,27,11370896225889301490,0,15,14,4,12,14,2,12;14
8,23,4404636760084875252,0,114,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,34,3552907887193819081,0,9,5,3,4,5,2,4;5
2,270,5269732424531440669,0,6,5,3,4,5,2,4;5
3,28,1310407105152372688,0,15,14,4,12,14,2,12;14
3,1037,11236216611420086081,0,12,14,4,12,14,2,12;14
2,1027,1447110482404821389,0,9,5,3,4,5,2,4;5
3,1038,410360928116224468,0,14,14,4,12,14,2,12;14
3,29,251232617454918016,0,14,14,4,12,14,2,12;14
2,538,17957492321497111126,0,8,5,3,4,5,2,4;5
25,15,5031913035914063831,0,1056,308,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
2,271,6777005339970083363,0,9,5,3,4,5,2,4;5
8,24,5813086586836644519,0,121,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,272,11761761752422030596,0,9,5,3,4,5,2,4;5
2,1028,5143185961561542875,0,7,5,3,4,5,2,4;5
25,1033,6365264028425717517,0,3669,337,26,180,194,3,180;190;194
3,30,3282118149255694680,0,13,15,4,12,14,2,12;14
2,539,3754245388914121387,0,9,5,3,4,5,2,4;5
25,16,8374736329097951210,0,1329,316,26,180,194,3,180;190;194
16,24,5734653896424231847,0,279,178,17,112,118,4,112;114;116;118
2,1029,6506991232118138177,0,8,5,3,4,5,2,4;5
2,540,5742706181939782009,0,9,5,3,4,5,2,4;5
2,815,11149907002864841385,0,9,5,3,4,5,2,4;5
2,273,15435849096378870007,0,8,5,3,4,5,2,4;5
2,541,9513286664376184428,0,7,8,1,8,8,1,8
2,154,5540924633876203740,0,9,5,3,4,5,2,4;5
16,25,16278389863052782782,0,118,154,17,112,118,4,112;114;116;118
4,1023,6513344192046604448,0,27,19,7,10,17,6,10;12;13;15;16;17
2,155,15159148857712979918,0,8,5,3,4,5,2,4;5
4,38,15279001053277417463,0,20,19,7,10,17,6,10;12;13;15;16;17
2,35,15847510880115826666,0,9,5,3,4,5,2,4;5
2,1030,6863149414808894450,0,8,5,3,4,5,2,4;5
2,274,10634475572577641104,0,9,5,3,4,5,2,4;5
4,1024,2725756375945072299,0,24,32,7,10,17,6,10;12;13;15;16;17
16,26,7693460356509264424,0,396,243,287,66,82,8,66;68;70;72;74;76;78;82
2,542,16924192087952721959,0,9,6,3,4,5,2,4;5
3,1039,6240908071236714983,0,18,14,4,12,14,2,12;14
2,816,14586129061581354338,0,8,5,3,4,5,2,4;5
16,27,9861762502638568974,0,87,118,17,112,118,4,112;114;116;118
2,817,7736216630829694333,0,8,5,3,4,5,2,4;5
25,17,5474034093246537839,0,2250,511,52,172,178,4,172;174;176;178
2,818,15206101111960662434,0,9,5,3,4,5,2,4;5
3,1040,4418450810411515801,0,13,14,4,12,14,2,12;14
16,28,14456902619817587155,0,402,186,17,112,118,4,112;114;116;118
49,15,6004767723480737385,0,20948,1203,50,350,358,4,350;354;356;358
3,1041,7043910662569262852,0,16,14,4,12,14,2,12;14
2,543,14031062590176918538,0,7,5,3,4,5,2,4;5
2,819,9997950944977076729,0,8,5,3,4,5,2,4;5
25,18,15109125682402977182,0,538,373,27,150,166,5,150;156;158;164;166
2,544,2005070279547348145,0,9,5,3,4,5,2,4;5
2,1031,753053726565184918,0,9,5,3,4,5,2,4;5
3,31,7119159217184190445,0,16,14,4,12,14,2,12;14
2,545,8812708366906106549,0,8,5,3,4,5,2,4;5
2,1032,8998280544223160762,0,9,5,3,4,5,2,4;5
2,36,13659702885414311538,0,9,5,3,4,5,2,4;5
2,546,3312065060838981624,0,9,5,3,4,5,2,4;5
3,1042,3916044582124430941,0,16,14,4,12,14,2,12;14
3,32,8539833865049108439,0,15,14,4,12,14,2,12;14
2,1033,4503569735696678741,0,7,5,3,4,5,2,4;5
16,29,10594533422457518997,0,280,155,17,112,118,4,112;114;116;118
3,33,6246659963852179816,0,15,14,4,12,14,2,12;14
4,1025,11529353799093572262,0,24,19,7,10,17,6,10;12;13;15;16;17
4,39,11811117621924160266,0,28,25,6,14,17,4,14;15;16;17
16,30,16043418436881192692,0,167,151,17,112,118,4,112;114;116;118
25,19,16596139605847243329,0,1359,503,27,150,166,5,150;156;158;164;166
3,1043,3680647366884696586,0,13,14,4,12,14,2,12;14
2,156,10021811104418980113,0,7,5,3,4,5,2,4;5
2,547,2164784998262783483,0,9,5,3,4,5,2,4;5
2,820,7757815837663005131,0,9,5,3,4,5,2,4;5
4,40,8981930949794883104,0,35,19,7,10,17,6,10;12;13;15;16;17
3,34,8088734341167374084,0,22,14,4,12,14,2,12;14
25,20,6180282337060019825,0,1352,346,79,180,206,10,180;184;186;188;190;192;194;198;202;206
3,1044,17403885272023212216,0,13,14,4,12,14,2,12;14
49,16,1025179647781750044,0,5896,1233,50,350,358,4,350;354;356;358
3,1045,11771262047125856512,0,12,14,4,12,14,2,12;14
3,1046,2078276037328255087,0,16,14,4,12,14,2,12;14
49,17,17181902010469010017,0,432,999,50,196,201,2,196;201
3,1047,14574350091995125396,0,18,15,4,12,14,2,12;14
16,31,11464024002019286516,0,309,128,17,112,118,3,112;114;118
3,1048,8038137931559457756,0,19,16,4,12,14,2,12;14
3,1049,4116253825244210667,0,15,14,4,12,14,2,12;14
125,2,8008947999883831954,0,33460,4217,762,954,1042,26,954;960;962;964;966;968;970;972;974;978;980;982;984;986;990;992;996;998;1000;1006;1008;1018;1030;1034;1038;1042
3,35,3219023294567176388,0,23,14,4,12,14,2,12;14
3,1050,4994461667222368607,0,15,14,4,12,14,2,12;14
8,25,11829567749564851195,0,89,49,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,36,11004799781888563191,0,14,14,4,12,14,2,12;14
3,37,11325480006992170495,0,16,14,4,12,14,2,12;14
3,1051,14339209832908435993,0,13,14,4,12,14,2,12;14
3,1052,15338091012957711503,0,14,14,4,12,14,2,12;14
3,38,14814017839426668918,0,19,16,4,12,14,2,12;14
3,39,4431766052882149985,0,13,14,4,12,14,2,12;14
25,21,11100676407418346348,0,2146,290,27,150,166,5,150;156;158;164;166
2,1034,4145777299167363034,0,9,5,3,4,5,2,4;5
3,1053,9614915425858019456,0,16,14,4,12,14,2,12;14
3,40,15016643642250100468,0,16,14,4,12,14,2,12;14
8,26,15444149930136096807,0,147,66,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,22,11702206949552138946,0,585,441,27,150,166,5,150;156;158;164;166
16,32,4096291414704498775,0,493,147,287,66,82,8,66;68;70;72;74;76;78;82
8,27,13137633808687795422,0,37,41,10,30,41,5,30;35;36;39;41
2,548,7784082399351816218,0,9,5,3,4,5,2,4;5
2,549,6081573452883288273,0,9,5,3,4,5,2,4;5
2,550,2874480744828881554,0,7,5,3,4,5,2,4;5
8,28,15078579547580251396,0,123,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,23,3983896324063188186,0,1244,421,27,150,166,5,150;156;158;164;166
2,551,7558312505521908222,0,9,5,3,4,5,2,4;5
2,37,16042795045256143941,0,8,5,3,4,5,2,4;5
16,33,4200573961867517344,0,530,161,34,76,82,4,76;78;80;82
2,157,15622735314848245655,0,9,5,3,4,5,2,4;5
25,24,2957393383895875029,0,737,441,26,180,194,3,180;190;194
49,18,2337152561360638552,0,7649,669,50,300,314,4,300;306;310;314
2,821,13690481627670194445,0,9,5,3,4,5,2,4;5
8,29,1958926006914475517,0,92,65,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,38,12345663079970344509,0,8,5,3,4,5,2,4;5
2,275,11228393500680674214,0,8,5,3,4,5,2,4;5
2,822,11588904466876543801,0,8,5,3,4,5,2,4;5
2,552,10462907248455388950,0,7,5,3,4,5,2,4;5
2,276,3445020949511489215,0,8,5,3,4,5,2,4;5
3,41,4542398897142315575,0,22,14,4,12,14,2,12;14
8,30,14315456749399121758,0,124,65,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,1026,10593784950929733140,0,27,37,7,10,17,6,10;12;13;15;16;17
25,25,5213634294811512671,0,1763,262,27,150,166,5,150;156;158;164;166
25,1034,11189339249200604712,0,419,235,27,150,166,5,150;156;158;164;166
4,1027,9018400383079485383,0,34,26,7,10,17,6,10;12;13;15;16;17
2,553,13520075111296255190,0,7,5,3,4,5,2,4;5
4,41,11704515608441975537,0,25,19,7,10,17,6,10;12;13;15;16;17
2,554,8495827188888052385,0,8,5,3,4,5,2,4;5
8,31,16044537139677174865,0,127,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,277,13868059172820867768,0,9,5,3,4,5,2,4;5
2,1035,5160211597376066757,0,9,5,3,4,5,2,4;5
2,555,17030154021267296393,0,7,5,3,4,5,2,4;5
4,1028,2801727297709525555,0,27,19,7,10,17,6,10;12;13;15;16;17
25,26,9212032527953156784,0,571,280,26,180,194,3,180;190;194
16,34,436194567066362898,0,687,186,287,66,82,8,66;68;70;72;74;76;78;82
2,556,1667457712441026213,0,8,5,3,4,5,2,4;5
3,42,308801802319841047,0,16,14,4,12,14,2,12;14
2,39,17466529490985040497,0,8,5,3,4,5,2,4;5
4,1029,17037261699051762077,0,16,17,7,10,17,6,10;12;13;15;16;17
8,32,4291628864392665569,0,47,47,9,16,19,2,16;19
2,158,10291005121895980284,0,11,8,1,8,8,1,8
3,43,17707885204547889444,0,16,14,4,12,14,2,12;14
2,1036,6887334701367178823,0,7,8,1,8,8,1,8
3,44,7089871460273126013,0,14,14,4,12,14,2,12;14
25,27,549154890696148528,0,805,293,27,150,166,5,150;156;158;164;166
2,278,10924361885811098721,0,9,5,3,4,5,2,4;5
2,159,1054454978356767566,0,9,5,3,4,5,2,4;5
3,45,6260470525702644404,0,15,14,4,12,14,2,12;14
8,33,15859343496285078877,0,134,70,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,1030,11472439398399933622,0,27,19,7,10,17,6,10;12;13;15;16;17
2,160,11951388483637796554,0,8,5,3,4,5,2,4;5
2,823,4751970341154915509,0,7,5,3,4,5,2,4;5
4,42,9805767978419325683,0,15,17,7,10,17,6,10;12;13;15;16;17
2,279,1174891244163786181,0,7,5,3,4,5,2,4;5
2,1037,16990143457326242393,0,9,5,3,4,5,2,4;5
4,1031,12699897290095494751,0,15,17,7,10,17,6,10;12;13;15;16;17
125,3,13246375273218806936,0,11528,4292,127,1000,1030,4,1000;1008;1022;1030
4,43,1767228645991122856,0,20,19,7,10,17,6,10;12;13;15;16;17
25,28,645833275143884934,0,905,294,27,150,166,5,150;156;158;164;166
25,1035,16142237182496660426,0,3722,509,26,180,194,3,180;190;194
2,1038,8189158714030134711,0,8,5,3,4,5,2,4;5
3,46,9538471212238119987,0,13,14,4,12,14,2,12;14
4,1032,10550244015329995867,0,28,19,7,10,17,6,10;12;13;15;16;17
16,35,16624444986525252708,0,406,101,287,66,82,8,66;68;70;72;74;76;78;82
2,40,11681034525975742740,0,7,5,3,4,5,2,4;5
4,44,11961280542183413148,0,28,28,5,20,22,2,20;22
3,47,15735736947536919186,0,16,14,4,12,14,2,12;14
2,161,18428718259818668836,0,8,5,3,4,5,2,4;5
4,1033,3728735425586463630,0,17,17,7,10,17,6,10;12;13;15;16;17
25,29,7723639432534681870,0,301,716,52,172,178,4,172;174;176;178
4,1034,5478555511678422998,0,20,19,6,14,17,4,14;15;16;17
4,45,10542693386719760632,0,34,19,7,10,17,6,10;12;13;15;16;17
8,34,2632272746732898427,0,48,90,27,28,41,8,28;32;33;34;36;37;39;41
4,1035,6005725758166425331,0,23,28,6,14,17,4,14;15;16;17
2,280,10057285633267363540,0,9,5,3,4,5,2,4;5
4,46,12501765289824137951,0,19,17,7,10,17,6,10;12;13;15;16;17
4,1036,2590032482219312832,0,30,21,6,14,17,4,14;15;16;17
3,1054,9674566328597833124,0,27,14,4,12,14,2,12;14
2,824,2565143964110246477,0,7,5,3,4,5,2,4;5
3,48,5582804001193969590,0,16,14,4,12,14,2,12;14
4,47,3268005002659760627,0,30,21,6,14,17,4,14;15;16;17
49,19,716595368293808442,0,3836,839,50,350,358,4,350;354;356;358
2,1039,5036633787524725510,0,7,10,1,8,8,1,8
3,49,15561129243807872581,0,14,15,4,12,14,2,12;14
4,1037,9686806445453870099,0,25,30,7,10,17,6,10;12;13;15;16;17
3,1055,7601839972890148225,0,13,14,4,12,14,2,12;14
25,1036,16468298002102197970,0,4547,286,26,180,194,3,180;190;194
25,30,13738001110358592995,0,1907,334,27,150,166,5,150;156;158;164;166
2,281,3396934593572047206,0,9,5,3,4,5,2,4;5
25,31,17600445143652093990,0,736,395,27,150,166,5,150;156;158;164;166
2,1040,8314003213373241528,0,8,5,3,4,5,2,4;5
2,825,148412411481930007,0,8,5,3,4,5,2,4;5
2,557,6379433326454637189,0,9,5,3,4,5,2,4;5
25,1037,5055392263689000914,0,1684,248,52,172,178,4,172;174;176;178
3,50,10595964117110093952,0,13,14,4,12,14,2,12;14
4,1038,5699828800483619414,0,19,19,6,14,17,4,14;15;16;17
2,558,1009173284800585137,0,8,8,1,8,8,1,8
2,1041,6393075898029671866,0,9,5,3,4,5,2,4;5
4,1039,1070775456681794207,0,20,19,7,10,17,6,10;12;13;15;16;17
2,559,105079256402230152,0,7,5,3,4,5,2,4;5
3,51,12549736127118512062,0,21,14,4,12,14,2,12;14
16,36,9814132205781414506,0,420,157,18,62,67,4,62;64;65;67
25,1038,10022888574754864505,0,435,242,26,180,194,3,180;190;194
8,35,8785011614951741634,0,61,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,1042,16500266282354680316,0,9,5,3,4,5,2,4;5
3,1056,351598994830454854,0,16,14,4,12,14,2,12;14
3,52,5887389116862688292,0,13,14,4,12,14,2,12;14
2,41,12462296854521229642,0,7,5,3,4,5,2,4;5
2,1043,13256318192262066691,0,9,5,3,4,5,2,4;5
3,1057,6578576662507645270,0,21,14,4,12,14,2,12;14
2,560,10963291467190295117,0,7,5,3,4,5,2,4;5
8,36,16615320014811753500,0,52,65,27,28,41,8,28;32;33;34;36;37;39;41
2,826,7055496290618765790,0,9,5,3,4,5,2,4;5
3,1058,12568176929133566556,0,18,16,4,12,14,2,12;14
4,1040,6145911683537103698,0,32,25,7,10,17,6,10;12;13;15;16;17
3,53,17627740417164122933,0,15,14,4,12,14,2,12;14
25,32,10438920475197280409,0,1283,903,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
16,37,3425600675562334623,0,407,142,17,112,118,4,112;114;116;118
4,1041,10172140817069215790,0,22,19,7,10,17,6,10;12;13;15;16;17
49,20,16127732831589263741,0,2643,723,50,300,314,4,300;306;310;314
3,1059,1382449318300283724,0,16,14,4,12,14,2,12;14
8,37,4587458821056494114,0,55,75,10,30,41,5,30;35;36;39;41
4,1042,15293483969325764837,0,24,19,7,10,17,6,10;12;13;15;16;17
3,1060,17911252666803573523,0,12,14,4,12,14,2,12;14
2,827,6606680980616951750,0,7,5,3,4,5,2,4;5
2,282,871202263765913938,0,9,5,3,4,5,2,4;5
25,33,15492508752153716443,0,496,288,52,172,178,4,172;174;176;178
3,54,14029548084569145157,0,13,14,4,12,14,2,12;14
2,42,15491419049635114540,0,9,5,3,4,5,2,4;5
2,43,13530045577366188627,0,9,5,3,4,5,2,4;5
2,44,4288515629818529245,0,8,5,3,4,5,2,4;5
2,45,4623971672688561359,0,8,5,3,4,5,2,4;5
3,1061,14472350996875857413,0,26,14,4,12,14,2,12;14
2,46,4895485163167477745,0,9,5,3,4,5,2,4;5
3,1062,9358122069676994429,0,13,14,4,12,14,2,12;14
3,1063,1642524250670093868,0,13,14,4,12,14,2,12;14
2,828,3825986411451384777,0,8,5,3,4,5,2,4;5
2,47,10446536246162732001,0,9,5,3,4,5,2,4;5
3,1064,271137609423461898,0,12,14,4,12,14,2,12;14
2,829,13306666869871637307,0,9,5,3,4,5,2,4;5
3,1065,11990955440620066993,0,13,14,4,12,14,2,12;14
2,561,9958643027111041931,0,9,5,3,4,5,2,4;5
2,48,7456327389998206706,0,7,8,1,8,8,1,8
3,1066,3015561857078473014,0,16,14,4,12,14,2,12;14
4,1043,7585820915019451059,0,22,19,7,10,17,6,10;12;13;15;16;17
2,830,7055754315533373091,0,9,5,3,4,5,2,4;5
3,1067,6773524944398637848,0,23,14,4,12,14,2,12;14
2,562,5972917581557195208,0,9,5,3,4,5,2,4;5
3,1068,3354308977132212321,0,13,14,4,12,14,2,12;14
2,283,11955631964286926096,0,8,5,3,4,5,2,4;5
2,831,14319762346956600482,0,11,8,1,8,8,1,8
2,563,13453494749597298775,0,8,5,3,4,5,2,4;5
2,284,4080339804126757016,0,7,5,3,4,5,2,4;5
2,832,3545734688179047931,0,7,5,3,4,5,2,4;5
2,564,625647980520719566,0,9,5,3,4,5,2,4;5
2,285,12872768864521160790,0,9,5,3,4,5,2,4;5
3,55,8107564257559480465,0,15,14,4,12,14,2,12;14
3,1069,7676848959701521381,0,13,14,4,12,14,2,12;14
2,49,9351731968253906669,0,9,5,3,4,5,2,4;5
3,1070,248729987057360275,0,13,14,4,12,14,2,12;14
2,565,9391924483625056482,0,9,5,3,4,5,2,4;5
49,21,13478615149386270698,0,5675,872,50,300,314,4,300;306;310;314
16,38,11451923423062467453,0,320,138,18,62,67,4,62;64;65;67
2,1044,1064817747397302261,0,7,5,3,4,5,2,4;5
2,833,754813915257236320,0,7,5,3,4,5,2,4;5
2,834,9871091948139743537,0,9,5,3,4,5,2,4;5
2,835,9000772593944612888,0,7,5,3,4,5,2,4;5
2,836,11337503708959693772,0,9,5,3,4,5,2,4;5
3,1071,2108954562217328049,0,12,14,4,12,14,2,12;14
2,837,4552616163407451976,0,9,8,1,8,8,1,8
3,1072,13516338599350968191,0,21,14,4,12,14,2,12;14
3,56,4108965379368883356,0,14,14,4,12,14,2,12;14
2,838,13934625340637027333,0,9,5,3,4,5,2,4;5
3,1073,2678802613144874952,0,13,14,4,12,14,2,12;14
2,839,2260326135042299255,0,8,5,3,4,5,2,4;5
3,57,5015844206156149787,0,13,14,4,12,14,2,12;14
3,58,14230430425509670685,0,15,23,4,12,14,2,12;14
3,1074,1535199953726868994,0,17,14,4,12,14,2,12;14
2,50,14506147816553855526,0,9,5,3,4,5,2,4;5
3,59,12129207817121470513,0,13,14,4,12,14,2,12;14
2,840,11702992560399201321,0,9,5,3,4,5,2,4;5
3,1075,6502632812071726193,0,16,14,4,12,14,2,12;14
2,841,10165092017130079250,0,9,5,3,4,5,2,4;5
2,566,15395353791909854471,0,9,5,3,4,5,2,4;5
3,60,11931870358514361392,0,16,14,4,12,14,2,12;14
3,1076,7981562720453489939,0,15,14,4,12,14,2,12;14
2,842,13402460356478930640,0,6,5,3,4,5,2,4;5
2,567,8611578486279667603,0,8,5,3,4,5,2,4;5
3,61,6361776910160807861,0,13,14,4,12,14,2,12;14
2,843,6454473952722763841,0,7,5,3,4,5,2,4;5
3,1077,14236897048733040378,0,13,14,4,12,14,2,12;14
3,62,8365332722281852478,0,13,14,4,12,14,2,12;14
25,1039,6035808413547298800,0,1328,586,52,172,178,4,172;174;176;178
2,1045,15019371995819774622,0,9,5,3,4,5,2,4;5
3,1078,10776157060172022480,0,14,14,4,12,14,2,12;14
3,63,12022707407286332867,0,20,14,4,12,14,2,12;14
2,51,8390753531218639038,0,7,5,3,4,5,2,4;5
4,48,897811359480530250,0,15,17,7,10,17,6,10;12;13;15;16;17
3,1079,7273558794134853181,0,13,14,4,12,14,2,12;14
3,64,10345718285755543216,0,17,18,4,12,14,2,12;14
2,52,13549056694374630103,0,7,5,3,4,5,2,4;5
2,162,18263026807873387407,0,9,5,3,4,5,2,4;5
49,22,377563622202041018,0,626,1323,50,350,358,4,350;354;356;358
4,49,12279351789908119772,0,21,19,7,10,17,6,10;12;13;15;16;17
3,65,4888585529821640367,0,18,14,4,12,14,2,12;14
4,1044,16174910659788493005,0,33,21,6,14,17,4,14;15;16;17
2,286,17988783650213480751,0,9,5,3,4,5,2,4;5
2,163,17101765901390718625,0,7,5,3,4,5,2,4;5
3,1080,4645341614706450206,0,16,14,4,12,14,2,12;14
3,66,8591299969300804028,0,23,14,4,12,14,2,12;14
2,287,4508187493576028520,0,8,5,3,4,5,2,4;5
4,50,15799438497291886777,0,28,19,7,10,17,6,10;12;13;15;16;17
4,1045,16067536437439481103,0,29,19,7,10,17,6,10;12;13;15;16;17
2,164,12244690352058420186,0,8,5,3,4,5,2,4;5
4,51,1484263238366066604,0,20,19,7,10,17,6,10;12;13;15;16;17
2,1046,7491918632985885368,0,9,5,3,4,5,2,4;5
3,1081,1973621500354292557,0,14,14,4,12,14,2,12;14
3,67,5716937141540299466,0,14,14,4,12,14,2,12;14
2,288,4167428530625629118,0,11,8,1,8,8,1,8
4,1046,16226488461452936401,0,22,20,6,14,17,4,14;15;16;17
2,568,1163928783312140484,0,9,5,3,4,5,2,4;5
4,1047,11726426454455111697,0,31,23,7,10,17,6,10;12;13;15;16;17
4,52,13809382916995509574,0,36,21,6,14,17,4,14;15;16;17
2,844,449340840423781197,0,8,5,3,4,5,2,4;5
4,1048,10759214067010307058,0,25,19,7,10,17,6,10;12;13;15;16;17
4,53,17043673260985943030,0,14,22,5,20,22,2,20;22
2,53,9714276072289460203,0,9,5,3,4,5,2,4;5
2,845,17468573554540565436,0,9,5,3,4,5,2,4;5
3,68,12143537270450944892,0,21,14,4,12,14,2,12;14
16,39,2331154116417506708,0,483,225,287,66,82,8,66;68;70;72;74;76;78;82
4,1049,15324035492286965934,0,29,19,7,10,17,6,10;12;13;15;16;17
125,4,14250858870529704454,0,24146,5622,6426,810,838,9,810;812;818;820;822;824;828;834;838
4,1050,1926123764920074722,0,27,19,7,10,17,6,10;12;13;15;16;17
4,1051,10210306502451102388,0,28,19,7,10,17,6,10;12;13;15;16;17
4,54,1886384250921185964,0,29,19,7,10,17,6,10;12;13;15;16;17
4,1052,6477690367836671104,0,35,19,7,10,17,6,10;12;13;15;16;17
49,23,16892015209758716620,0,3803,692,50,350,358,4,350;354;356;358
4,1053,17033104060419904426,0,29,19,7,10,17,6,10;12;13;15;16;17
4,55,11527648072000596967,0,32,21,6,14,17,4,14;15;16;17
4,1054,17593817691167906865,0,25,17,6,14,17,4,14;15;16;17
4,56,15233463391132611174,0,19,19,6,14,17,4,14;15;16;17
4,1055,16067813157530056777,0,20,19,7,10,17,6,10;12;13;15;16;17
3,1082,7651086749287827495,0,23,14,4,12,14,2,12;14
4,57,10252822228785745905,0,22,19,7,10,17,6,10;12;13;15;16;17
4,1056,12793087481182368027,0,20,19,7,10,17,6,10;12;13;15;16;17
3,1083,17848809586853371107,0,13,14,4,12,14,2,12;14
4,58,15842468602328289337,0,23,19,7,10,17,6,10;12;13;15;16;17
4,1057,12186813965498370062,0,28,19,7,10,17,6,10;12;13;15;16;17
2,289,17671516490588708743,0,7,5,3,4,5,2,4;5
3,1084,9011824430081469109,0,15,14,4,12,14,2,12;14
4,59,16686311706369927216,0,31,21,6,14,17,4,14;15;16;17
4,1058,10258155606867822100,0,16,17,6,14,17,4,14;15;16;17
3,1085,13591933518618313409,0,11,21,4,12,14,2,12;14
2,290,5388496306495089328,0,9,5,3,4,5,2,4;5
4,1059,3780883811016535891,0,20,22,7,10,17,6,10;12;13;15;16;17
4,60,758829243051189403,0,30,21,6,14,17,4,14;15;16;17
3,1086,779732545242178424,0,16,14,4,12,14,2,12;14
2,291,649375213240764213,0,9,5,3,4,5,2,4;5
49,24,13853564391774087677,0,1045,649,50,300,314,4,300;306;310;314
3,69,6160932833105839189,0,13,14,4,12,14,2,12;14
4,61,650856852531109297,0,23,19,7,10,17,6,10;12;13;15;16;17
2,846,16370813873830195421,0,8,5,3,4,5,2,4;5
3,1087,13977128750978730556,0,13,14,4,12,14,2,12;14
2,847,14987940621932239951,0,6,5,3,4,5,2,4;5
25,1040,15056052348846502553,0,763,303,445,180,206,10,180;184;186;188;190;192;194;198;202;206
25,34,15120758733424076275,0,3066,344,27,150,166,5,150;156;158;164;166
3,1088,6518053086054360094,0,16,14,4,12,14,2,12;14
2,165,12434744628596418698,0,7,5,3,4,5,2,4;5
2,292,13527212382071421161,0,9,5,3,4,5,2,4;5
3,1089,12191783196630545457,0,13,14,4,12,14,2,12;14
3,70,6888968583198338631,0,16,14,4,12,14,2,12;14
2,166,6149880239052809243,0,9,5,3,4,5,2,4;5
8,38,16613962587739292045,0,120,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,293,979690323212005532,0,7,5,3,4,5,2,4;5
3,1090,14633802048806739798,0,14,14,4,12,14,2,12;14
2,54,8686200043701382506,0,9,5,3,4,5,2,4;5
4,1060,7220775527103270233,0,29,29,6,14,17,4,14;15;16;17
2,55,7127585432536452047,0,8,5,3,4,5,2,4;5
3,1091,9549489131022966430,0,27,16,4,12,14,2,12;14
4,1061,9628955272575821722,0,19,19,7,10,17,6,10;12;13;15;16;17
