m,trial_idx,rng_seed,timed_out,repeat_after,max_value,cycle_length,cycle_min,cycle_max,distinct_tail_values,value_set
125,163,10136530527661998029,0,13082,7320,127,816,842,6,816;822;832;834;838;842
125,202,15011796836438814724,0,29747,4760,762,954,1042,26,954;960;962;964;966;968;970;972;974;978;980;982;984;986;990;992;996;998;1000;1006;1008;1018;1030;1034;1038;1042
125,1108,15449082666874510160,0,25665,2700,127,1000,1030,4,1000;1008;1022;1030
49,1871,11475788019716366488,0,7369,906,51,392,406,4,392;396;402;406
49,1872,15975522073534051245,0,1024,1321,50,196,201,2,196;201
49,1873,13495535916831200859,0,2274,1409,50,350,358,4,350;354;356;358
125,316,2172461627951670880,0,13683,4214,127,1000,1030,4,1000;1008;1022;1030
125,583,12517729282466150033,0,19372,3348,127,816,842,6,816;822;832;834;838;842
125,850,16665062922663259537,0,11095,4014,127,1000,1030,4,1000;1008;1022;1030
125,1625,12631829744162890124,0,21095,4585,127,1000,1030,4,1000;1008;1022;1030
125,899,12740562281828278129,0,14717,2714,126,762,766,3,762;764;766
125,851,6214926559008038618,0,7792,2726,127,1000,1030,4,1000;1008;1022;1030
125,391,5795572215199937205,0,38907,2789,127,1000,1030,4,1000;1008;1022;1030
49,1874,10930997374010294610,0,10828,618,50,300,314,4,300;306;310;314
125,660,16640576255999590601,0,27542,2950,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1875,14362135350531648169,0,1019,639,50,350,358,4,350;354;356;358
125,245,11471252991924898648,0,44595,4532,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1876,7861576555363302401,0,1400,704,50,300,314,4,300;306;310;314
125,203,2982015641150874428,0,18439,3738,127,810,842,7,810;816;822;832;834;838;842
125,317,7173065192673287474,0,18387,5458,127,816,842,8,816;822;824;828;832;834;838;842
125,392,6516940030836399550,0,8680,4832,127,816,842,6,816;822;832;834;838;842
49,1877,9145818040570672706,0,5733,645,50,350,358,4,350;354;356;358
125,318,5345427895865301368,0,5780,3459,127,1000,1030,4,1000;1008;1022;1030
125,584,9530546688557124651,0,22897,2549,127,1000,1030,4,1000;1008;1022;1030
125,661,6778433231400323769,0,11525,2623,127,1000,1030,4,1000;1008;1022;1030
49,1878,17643988363409588408,0,3787,1079,50,300,314,4,300;306;310;314
49,1879,2180329888944037720,0,2605,1252,50,350,358,4,350;354;356;358
125,1874,14123079630079332808,0,36861,4120,127,1000,1030,4,1000;1008;1022;1030
125,1907,3502508308994336352,0,48350,8387,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1880,7767884624567791727,0,2947,596,50,300,314,4,300;306;310;314
125,319,14265100756517540434,0,12972,2978,127,824,842,5,824;828;834;838;842
49,1881,25526134695877895,0,2146,1599,50,196,201,2,196;201
125,393,5968141365588591318,0,14960,5386,127,1000,1030,4,1000;1008;1022;1030
125,1626,2094728337249058754,0,21440,3976,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,585,5776667201552052732,0,12616,4525,127,1000,1030,4,1000;1008;1022;1030
125,1109,6030518861374653926,0,42590,5501,127,1000,1030,4,1000;1008;1022;1030
125,164,9902924461049320278,0,28892,3378,127,1000,1030,4,1000;1008;1022;1030
125,852,7564277692349417629,0,20064,4491,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1882,11667957974580299459,0,5240,674,50,300,314,4,300;306;310;314
125,320,3167508392851542868,0,9836,5271,127,1000,1030,4,1000;1008;1022;1030
49,1883,12172932271830530442,0,1430,1519,50,196,201,2,196;201
125,246,16708332420969788504,0,20349,4874,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1884,5815807576810574382,0,1171,652,51,198,214,5,198;204;206;212;214
49,1885,3005590521276163697,0,2406,812,50,350,358,4,350;354;356;358
125,1110,12953830858251236210,0,8476,3110,127,1000,1030,4,1000;1008;1022;1030
49,1886,154237136601718413,0,1452,1697,50,350,358,4,350;354;356;358
49,1887,15662757349029753521,0,1796,1607,50,300,314,4,300;306;310;314
49,1888,14571439302096947415,0,2162,801,50,350,358,4,350;354;356;358
125,853,9717780380133352401,0,14994,5658,127,1000,1030,4,1000;1008;1022;1030
125,321,3515010399411894062,0,15465,3168,126,762,766,3,762;764;766
125,204,6608745487952550348,0,23904,2607,127,1000,1030,4,1000;1008;1022;1030
49,1889,2919771150069066811,0,1979,983,50,350,358,4,350;354;356;358
49,1890,17519343888866272763,0,3349,1095,50,196,201,2,196;201
125,1627,2095764880675572246,0,27807,2601,127,816,842,6,816;822;832;834;838;842
125,854,16100600614160789212,0,7019,4364,127,1000,1030,4,1000;1008;1022;1030
125,1111,16371093398658697842,0,15650,6294,127,1000,1030,4,1000;1008;1022;1030
125,322,3712468886037045541,0,7315,3638,127,1000,1030,4,1000;1008;1022;1030
49,1891,3927945426100770044,0,2485,649,50,350,358,4,350;354;356;358
125,165,9252814472651696757,0,21920,2409,127,816,842,6,816;822;832;834;838;842
125,247,9767310265857595514,0,24440,2001,127,816,842,6,816;822;832;834;838;842
125,205,14339570722007652531,0,10221,2444,127,810,842,9,810;816;822;824;828;832;834;838;842
49,1892,14523522298532233858,0,3738,879,50,350,358,4,350;354;356;358
49,1893,9594554803505673211,0,2874,2050,50,300,314,3,300;306;314
125,394,13915967828179336566,0,33317,4113,127,1000,1030,4,1000;1008;1022;1030
49,1894,13698242205057690502,0,2686,1228,51,198,214,5,198;204;206;212;214
125,1908,9475577226011628828,0,38102,7151,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1921,12723945967451235110,0,45119,5245,126,752,758,3,752;754;758
49,1895,16552381871390375474,0,7173,900,50,300,314,4,300;306;310;314
125,1628,9522022964672399901,0,18021,2578,127,1000,1030,4,1000;1008;1022;1030
125,586,16114070075111471151,0,33378,4083,127,1000,1030,4,1000;1008;1022;1030
125,395,12905352497459583520,0,10333,3836,127,1000,1030,4,1000;1008;1022;1030
49,1896,612078255110027043,0,1873,808,50,350,358,3,350;356;358
125,166,10380889063156996996,0,16856,3162,127,1000,1030,4,1000;1008;1022;1030
125,1909,5943260028363836896,0,9277,3359,127,1000,1030,4,1000;1008;1022;1030
125,900,12331636443578189021,0,57786,4010,127,1000,1030,4,1000;1008;1022;1030
125,662,11039190811640946527,0,45873,2292,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1922,7539512409552218107,0,9516,5055,127,1000,1030,4,1000;1008;1022;1030
49,1897,5796031574326545852,0,2228,885,51,392,406,4,392;396;402;406
49,1898,10441834175289228961,0,740,1441,50,300,314,4,300;306;310;314
125,248,6649750376828698713,0,22052,3219,127,1000,1030,4,1000;1008;1022;1030
49,1899,1886878634877450681,0,914,587,50,300,314,4,300;306;310;314
49,1900,9452033665197712034,0,1977,1018,51,392,406,4,392;396;402;406
125,323,11738151287853738519,0,20330,4734,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1112,2919851343914791946,0,33276,3403,127,1000,1030,4,1000;1008;1022;1030
125,396,17797458530681336791,0,16904,7240,127,816,842,9,816;820;822;828;830;832;834;838;842
125,249,15210780506270874034,0,10200,4393,127,1000,1030,4,1000;1008;1022;1030
49,1901,5203930522163669284,0,6593,2139,50,196,201,2,196;201
125,855,16936150667888378952,0,34601,3022,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1902,6333396122292094630,0,1757,1170,50,196,201,2,196;201
125,663,17880731156839312411,0,21702,2975,127,816,842,6,816;822;832;834;838;842
49,1903,250448187435499216,0,1990,990,50,300,314,4,300;306;310;314
125,167,870307589878838543,0,10559,4098,127,816,842,8,816;822;824;828;832;834;838;842
125,1929,5912772676119060208,0,8752,4278,127,1000,1030,4,1000;1008;1022;1030
49,1904,14180599655874335345,0,5492,1394,50,196,201,2,196;201
125,324,1422518926709312163,0,18063,3856,127,1000,1030,4,1000;1008;1022;1030
125,1910,15478186630764298789,0,20227,3018,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,206,8834902104086801179,0,34887,2568,127,1000,1030,4,1000;1008;1022;1030
125,1923,13810708242027886676,0,19151,5319,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1905,11416529170047074106,0,2638,1578,50,350,358,4,350;354;356;358
49,1906,3393942119121965828,0,5502,820,50,350,358,4,350;354;356;358
125,901,10122521121031178681,0,44280,9662,127,824,842,5,824;828;834;838;842
49,1907,1515872371279058517,0,5095,1232,50,300,314,4,300;306;310;314
125,1629,15556906672047782099,0,37977,6441,127,1000,1030,4,1000;1008;1022;1030
125,1924,9656175506781342899,0,14104,3760,127,1000,1030,4,1000;1008;1022;1030
49,1908,1339296735997270307,0,3405,769,50,350,358,4,350;354;356;358
125,1113,12481012228015432204,0,34487,3014,127,816,842,6,816;822;832;834;838;842
49,1909,15634654690333227813,0,2441,1027,50,350,358,4,350;354;356;358
49,1910,12085561887021621428,0,2311,662,50,300,314,4,300;306;310;314
49,1911,15493069707535578891,0,754,1080,51,414,438,8,414;418;420;422;430;434;436;438
125,856,9762909238467983090,0,34234,4336,127,816,842,6,816;822;832;834;838;842
125,168,10558875760304418114,0,31979,2811,127,816,842,8,816;822;824;828;832;834;838;842
125,325,2713290764755489893,0,20650,3983,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1912,5183423355599905999,0,2962,977,50,350,358,4,350;354;356;358
125,587,13543273244956511106,0,42887,2394,126,720,746,4,720;738;742;746
49,1913,18322951039586829720,0,625,1088,50,350,358,4,350;354;356;358
125,664,616858834853679501,0,29235,4664,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1914,4002380124706426784,0,523,758,50,196,201,2,196;201
49,1915,3635185653813567354,0,556,901,50,350,358,4,350;354;356;358
49,1916,5140001426692787756,0,1172,1028,51,418,436,4,418;420;434;436
49,1917,10561682383323407531,0,2216,811,50,300,314,3,300;306;314
125,1911,12707267444107796572,0,24774,3156,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1918,15856666487103793036,0,526,667,50,350,358,4,350;354;356;358
125,1930,18262606535814747517,0,33846,4233,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1919,5530261352614547092,0,1577,1678,50,350,358,4,350;354;356;358
125,857,7799452401238105035,0,13833,5325,126,762,766,3,762;764;766
125,207,14758130611262876315,0,42696,3194,127,1000,1030,4,1000;1008;1022;1030
125,169,1684851667561701190,0,16911,3338,127,1000,1030,4,1000;1008;1022;1030
125,1630,6205326375335892702,0,19713,4090,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,858,11242024509115451984,0,4721,2751,126,762,766,3,762;764;766
49,1920,13238240529335662464,0,5877,650,50,196,201,2,196;201
49,1921,15852607142218087646,0,2209,1018,50,300,314,4,300;306;310;314
125,1925,11515195723252287857,0,23904,3121,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1922,10464436791989909369,0,3682,1337,50,300,314,4,300;306;310;314
125,1631,1067849294299511624,0,9486,6995,127,1000,1030,4,1000;1008;1022;1030
125,170,14648298704215849069,0,6521,4060,127,1000,1030,4,1000;1008;1022;1030
125,1114,13280749349280566614,0,26498,3368,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1912,13775650181666391507,0,21399,3098,127,816,842,6,816;822;832;834;838;842
49,1923,6988556957995002716,0,3990,820,1550,286,302,7,286;290;292;294;296;298;302
125,902,17252386943313790236,0,39252,3954,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1931,4188201775706684154,0,21959,3373,127,816,842,6,816;822;832;834;838;842
49,1924,18288544303390871641,0,1742,701,50,350,358,4,350;354;356;358
49,1925,1552415099707126444,0,1967,830,50,300,314,4,300;306;310;314
125,859,15530834934886577408,0,17280,4064,127,1000,1030,4,1000;1008;1022;1030
49,1926,2517542754005711620,0,1929,595,50,300,314,4,300;306;310;314
125,1932,7832967772807305333,0,5327,3388,127,1000,1030,4,1000;1008;1022;1030
49,1927,5567549420760513735,0,3896,792,50,300,314,4,300;306;310;314
125,326,9804880609640449613,0,59931,5620,127,816,842,6,816;822;832;834;838;842
49,1928,4024798617927625403,0,1305,809,50,196,201,2,196;201
125,1115,12905244811683427303,0,15994,4058,127,816,842,6,816;822;832;834;838;842
49,1929,12286146309333313830,0,426,1690,51,198,214,5,198;204;206;212;214
125,665,2250620295649527331,0,49434,4840,127,1000,1030,4,1000;1008;1022;1030
49,1930,7187714799911621438,0,1030,1528,50,300,314,4,300;306;310;314
125,171,18381934406701006240,0,25685,2256,127,1000,1030,4,1000;1008;1022;1030
125,588,7978034573941972546,0,27013,2918,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1933,3744465624113464197,0,9330,2796,127,810,842,9,810;816;822;824;828;832;834;838;842
125,208,4382803210485775511,0,34860,4502,127,824,842,5,824;828;834;838;842
49,1931,15537488346445768081,0,4410,1308,50,300,314,4,300;306;310;314
49,1932,2523201370747750861,0,502,1122,50,196,201,2,196;201
49,1933,3422522586886677866,0,3459,779,50,350,358,4,350;354;356;358
125,1632,3429592551404944546,0,16903,3480,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1926,10251534934789997136,0,23825,3719,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1934,17966516829225611866,0,1984,806,50,350,358,4,350;354;356;358
125,397,8490120363506676371,0,94685,2913,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1935,193758273560432978,0,2568,1494,50,300,314,4,300;306;310;314
125,860,13119280723867512050,0,18828,2879,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1936,11376881893055138698,0,1508,567,50,350,358,4,350;354;356;358
125,1927,14343324582314819320,0,8227,3464,127,1000,1030,4,1000;1008;1022;1030
125,666,7625876730994124816,0,20359,7574,127,816,842,6,816;822;832;834;838;842
125,1116,14175139645411740352,0,25483,6001,127,810,842,7,810;816;822;832;834;838;842
49,1937,12656767670215784638,0,3298,1095,50,300,314,4,300;306;310;314
125,903,5661000959345536874,0,34468,4068,127,1000,1030,4,1000;1008;1022;1030
125,1913,8423969660017740407,0,37497,2540,127,1000,1030,4,1000;1008;1022;1030
49,1938,13446049143159397589,0,1506,1090,51,392,406,4,392;396;402;406
49,1939,10572951283528327046,0,1143,870,50,300,314,4,300;306;310;314
125,589,16321136659127386139,0,26594,4852,127,1000,1030,4,1000;1008;1022;1030
49,1940,6581608420448119173,0,2694,680,50,300,314,4,300;306;310;314
49,1941,3978050521136200752,0,2166,519,50,300,314,4,300;306;310;314
125,398,9803286459219427630,0,18588,6034,127,1000,1030,4,1000;1008;1022;1030
49,1942,7579407740452911536,0,3528,622,50,300,314,4,300;306;310;314
125,327,11771669136942129444,0,33606,3374,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,172,17437506693251624046,0,35787,3361,127,1000,1030,4,1000;1008;1022;1030
49,1943,16481862829968940217,0,3036,1920,50,300,314,4,300;306;310;314
125,209,13318750550960356601,0,37885,3968,126,762,766,3,762;764;766
49,1944,7328377347448474381,0,1712,642,50,196,201,2,196;201
125,1117,13998383606543867238,0,19455,2246,127,1000,1030,4,1000;1008;1022;1030
125,173,6769493628331084319,0,4178,4514,126,762,766,3,762;764;766
125,667,4922269354003113725,0,25050,4904,127,1000,1030,4,1000;1008;1022;1030
49,1945,113513151220077941,0,5169,2142,50,300,314,4,300;306;310;314
125,861,17480327072606650,0,17513,5074,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,399,7588914010894095169,0,15329,3767,127,1000,1030,4,1000;1008;1022;1030
49,1946,9536412686793418842,0,923,918,50,350,358,4,350;354;356;358
49,1947,5834379148387638804,0,1032,848,50,350,358,4,350;354;356;358
125,1118,14753891700307825418,0,8862,3395,381,980,1042,16,980;990;992;994;996;998;1000;1002;1006;1008;1018;1022;1030;1034;1038;1042
49,1948,12494932341844949505,0,1356,829,50,300,314,4,300;306;310;314
49,1949,4358951699479481118,0,2149,805,50,196,201,2,196;201
125,1633,14257007257407546438,0,17427,3708,127,816,842,6,816;822;832;834;838;842
125,862,7627755649459232573,0,9973,4060,126,950,958,3,950;956;958
125,1934,1572461518341315964,0,44062,3229,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,668,9442687899362847953,0,18151,5193,127,1000,1030,4,1000;1008;1022;1030
125,904,10877786989914173201,0,31212,5148,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1950,8862659712048814709,0,4181,647,1550,286,302,7,286;290;292;294;296;298;302
49,1951,16376951057879057297,0,3142,1592,50,300,314,4,300;306;310;314
49,1952,1787357007282150168,0,1081,1472,50,350,358,4,350;354;356;358
125,400,1275722571743736139,0,19384,4234,127,816,842,6,816;822;832;834;838;842
125,1935,18066552266919172836,0,10566,4452,127,816,842,6,816;822;832;834;838;842
49,1953,5056553631508255676,0,2624,1039,50,350,358,4,350;354;356;358
125,210,17524127013035663799,0,24171,4196,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,174,5334048560945628537,0,19288,5430,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1928,5963650379115349369,0,40874,3354,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1954,6119297744627209178,0,1181,1103,50,300,314,4,300;306;310;314
49,1955,9385465933951479466,0,1786,2409,50,350,358,4,350;354;356;358
49,1956,629078232043540020,0,1847,633,50,350,358,4,350;354;356;358
125,401,4101897852730691572,0,10756,3042,127,1000,1030,4,1000;1008;1022;1030
125,211,5970923999933373025,0,7994,3162,126,720,746,4,720;738;742;746
125,1914,4085388159697249522,0,53032,2290,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1957,17717370725946165076,0,5111,591,1550,286,302,7,286;290;292;294;296;298;302
125,669,13691332105535373657,0,32503,4075,127,1000,1030,4,1000;1008;1022;1030
125,1936,10761918216390602456,0,19850,2533,127,816,842,6,816;822;832;834;838;842
125,402,12173496656254038377,0,13798,6564,126,720,746,4,720;738;742;746
125,863,15973636735995998588,0,33669,8034,127,1000,1030,4,1000;1008;1022;1030
49,1968,13459656047097493635,0,3630,740,50,300,314,4,300;306;310;314
125,1119,15424238232675065030,0,32761,6572,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,937,9305148353200802402,0,21532,3715,127,1000,1030,4,1000;1008;1022;1030
49,1958,13366991706830052656,0,8922,960,50,300,314,4,300;306;310;314
125,905,8518991173874204097,0,25159,5074,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1959,15120984855027245900,0,2622,865,50,300,314,4,300;306;310;314
49,1969,8476958078820957629,0,5104,1412,50,300,314,4,300;306;310;314
49,1960,6226863379760864399,0,4116,743,51,198,214,5,198;204;206;212;214
125,938,10924911884892770806,0,8377,2771,127,816,842,9,816;820;822;828;830;832;834;838;842
125,1915,15445974815341845443,0,19611,3401,127,1000,1030,4,1000;1008;1022;1030
125,175,1251850300217143461,0,16246,3891,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1970,18095683327259016424,0,6415,747,50,350,358,4,350;354;356;358
49,1961,17079138675656226157,0,2847,797,50,300,314,4,300;306;310;314
125,212,6752875583970066643,0,18961,5388,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1971,10972960552093811134,0,3466,1126,50,300,314,4,300;306;310;314
125,1634,5117611406943915464,0,25799,3188,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1962,7367912809942233304,0,3758,1685,50,196,201,2,196;201
49,1963,10137327308993063824,0,851,584,50,300,314,4,300;306;310;314
49,1972,10685835963945734089,0,1184,806,50,300,314,4,300;306;310;314
125,906,9390241860956446391,0,14248,2994,127,1000,1030,4,1000;1008;1022;1030
49,1964,11706385222032585366,0,601,1596,50,196,201,2,196;201
49,1965,11213787245965668181,0,381,792,50,350,358,4,350;354;356;358
49,1966,3528447157648262891,0,557,984,50,350,358,4,350;354;356;358
49,1973,2088945294012096700,0,3401,711,50,350,358,4,350;354;356;358
125,1120,15272801008484623023,0,24259,3255,127,1000,1030,4,1000;1008;1022;1030
125,670,16096991494308337054,0,24391,2988,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1974,16296189675202870019,0,3712,1058,50,300,314,4,300;306;310;314
125,907,17092055809108759371,0,7362,3269,127,810,842,9,810;816;822;824;828;832;834;838;842
125,864,9428080549576222427,0,15196,2639,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1967,11266085833297446100,0,7079,534,50,196,201,2,196;201
49,1975,15295128496126113028,0,1726,938,50,350,358,4,350;354;356;358
125,671,3824595486814748437,0,5892,4005,127,1000,1030,4,1000;1008;1022;1030
49,1984,8869167531419996417,0,4865,2382,50,300,314,4,300;306;310;314
49,1976,16115327072491643924,0,5035,1735,51,392,406,4,392;396;402;406
125,213,12661993160903338078,0,20242,5282,126,720,746,4,720;738;742;746
49,1977,2738479782474570793,0,2024,1371,50,196,201,2,196;201
49,1985,1850978769846914518,0,2176,1166,50,300,314,4,300;306;310;314
125,908,11033481358740085440,0,11569,3827,127,1000,1030,4,1000;1008;1022;1030
49,1978,3131630146286581081,0,2041,1141,51,198,214,5,198;204;206;212;214
125,939,15697665894020113708,0,31542,3066,127,1000,1030,4,1000;1008;1022;1030
125,1916,2705340984755292953,0,32454,3228,127,816,842,6,816;822;832;834;838;842
49,1979,2379642040443658224,0,1414,856,50,350,358,4,350;354;356;358
125,1946,1678050328274425112,0,28868,5286,127,1000,1030,4,1000;1008;1022;1030
49,1980,15896803449871114983,0,1516,939,51,414,438,8,414;418;420;422;430;434;436;438
49,1986,8001882913049478122,0,5827,1259,50,196,201,2,196;201
49,1987,12514984515335979469,0,532,1020,50,300,314,4,300;306;310;314
125,940,1719204064190275801,0,6386,3927,127,1000,1030,4,1000;1008;1022;1030
49,1981,13848310154193925586,0,1265,780,50,300,314,4,300;306;310;314
49,1988,13853677968170596630,0,2990,760,50,300,314,4,300;306;310;314
49,1989,2221336389497626022,0,2410,1280,50,350,358,4,350;354;356;358
125,941,18023010729316449914,0,4346,2939,127,1000,1030,4,1000;1008;1022;1030
49,1982,15834439893251862391,0,4342,765,50,350,358,4,350;354;356;358
125,1121,676510065645433123,0,20824,3875,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1990,11346898357782054233,0,2864,1325,50,300,314,4,300;306;310;314
125,865,18007810750883860501,0,18849,2023,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1991,568801222052268598,0,1129,864,50,300,314,4,300;306;310;314
125,1947,16600218736896100280,0,14455,3410,127,810,842,7,810;816;822;832;834;838;842
49,1983,8024037762409994018,0,3128,1086,50,300,314,4,300;306;310;314
125,1917,12253020792543919506,0,14828,3429,127,1000,1030,4,1000;1008;1022;1030
49,1992,997307280001995154,0,1243,1122,51,414,438,8,414;418;420;422;430;434;436;438
49,1993,16305049059270160279,0,1912,863,50,196,201,2,196;201
125,328,12741370512782356020,0,46491,3399,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1122,4757054942394051933,0,8614,3430,127,1000,1030,4,1000;1008;1022;1030
125,1948,14091508168509377601,0,9808,1977,127,1000,1030,4,1000;1008;1022;1030
49,1994,14500799041113518597,0,7549,532,50,196,201,2,196;201
49,1995,18307049427554171074,0,1606,1079,50,350,358,4,350;354;356;358
125,1635,10485948159971379147,0,27464,5141,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,672,16204657224825930679,0,22426,6187,6426,810,838,9,810;812;818;820;822;824;828;834;838
49,1996,14017695504730016712,0,2362,706,50,350,358,4,350;354;356;358
49,1997,6941985898199001759,0,729,1997,50,350,358,4,350;354;356;358
125,214,11673709129369827918,0,32017,3659,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1604,17460853870781791443,0,36826,4827,127,816,842,6,816;822;832;834;838;842
125,942,3585310193410964194,0,18773,5008,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,866,3272840644737042276,0,25708,2230,126,656,662,3,656;658;662
125,909,12069544343131548224,0,37179,3157,127,1000,1030,4,1000;1008;1022;1030
49,1998,17085077072674018762,0,4815,748,50,300,314,4,300;306;310;314
49,1999,7372424537099166771,0,370,694,50,350,358,4,350;354;356;358
125,176,2019007113578474963,0,62778,3630,127,1000,1030,4,1000;1008;1022;1030
125,1123,4138606690227065930,0,19392,3343,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1605,15708128186637124256,0,11055,3090,127,816,842,6,816;822;832;834;838;842
125,1124,4626368589528828793,0,2926,3243,127,1000,1030,4,1000;1008;1022;1030
125,1949,14336288968974915828,0,32908,2480,127,1000,1030,4,1000;1008;1022;1030
125,673,5574055267351871465,0,22409,5462,127,1000,1030,4,1000;1008;1022;1030
125,329,1464910289331661295,0,31990,3620,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1918,16539060116968629721,0,42737,3527,127,824,842,5,824;828;834;838;842
125,943,1373485786037304492,0,17250,3695,127,816,842,6,816;822;832;834;838;842
125,343,790184825913909492,0,38009,3233,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1950,1229744794529169157,0,6566,2475,127,1000,1030,4,1000;1008;1022;1030
125,944,11539226239150897649,0,3857,3487,127,1000,1030,4,1000;1008;1022;1030
125,215,1888722686172912764,0,24236,2797,127,816,842,6,816;822;832;834;838;842
125,921,3937203864038965189,0,21784,4204,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1951,14639096279186244439,0,13502,5234,127,1000,1030,4,1000;1008;1022;1030
125,674,3731905036206462319,0,20024,2328,127,816,842,6,816;822;832;834;838;842
125,1919,7084406478483274684,0,18676,5043,127,1000,1030,4,1000;1008;1022;1030
125,344,2098174999747688111,0,22237,6054,127,824,842,5,824;828;834;838;842
125,177,16565185882986265862,0,27170,3284,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,910,7139653734123940156,0,32161,3141,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,922,12518021772851645167,0,10051,4653,127,1000,1030,4,1000;1008;1022;1030
125,1952,7809756856278811443,0,9946,2829,126,720,746,4,720;738;742;746
125,1636,13663483112051669315,0,41337,3630,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,330,5409177716521422113,0,34376,4879,127,816,842,6,816;822;832;834;838;842
125,945,11469419199197513591,0,26477,4856,127,1000,1030,4,1000;1008;1022;1030
125,1125,12953653333836705477,0,23879,6868,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,675,14588070466132590650,0,12823,2624,127,1000,1030,4,1000;1008;1022;1030
125,676,16400655278490103136,0,2336,6600,126,762,766,3,762;764;766
125,216,17795014114243432504,0,20641,4046,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,867,9464943291930727875,0,48190,3900,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,331,8478540834945224131,0,11914,3621,127,1000,1030,4,1000;1008;1022;1030
125,1126,10921253666412699417,0,12560,5180,127,816,842,6,816;822;832;834;838;842
125,923,17503885159721696434,0,17040,5886,127,1000,1030,4,1000;1008;1022;1030
125,345,10766968307782561421,0,26196,3753,126,762,766,3,762;764;766
125,332,9347934023365648454,0,9619,2985,127,816,842,8,816;822;824;828;832;834;838;842
125,217,12113098452981077879,0,9780,2572,127,1000,1030,4,1000;1008;1022;1030
125,868,7664825304207458444,0,8586,3728,127,810,842,9,810;816;822;824;828;832;834;838;842
125,1606,7742637491215414523,0,34193,6550,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,178,10047811980242788773,0,34519,3575,127,810,842,7,810;816;822;832;834;838;842
125,1127,13646765340660585484,0,15373,4177,127,816,842,9,816;820;822;828;830;832;834;838;842
125,946,3663704318479373731,0,17717,2860,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1920,3327699616571754068,0,27392,3246,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,911,9154557377307506815,0,29889,3784,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,677,3615145618241314316,0,15959,2785,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,869,7724517233078167053,0,9425,4016,127,1000,1030,4,1000;1008;1022;1030
125,179,2424887194007340965,0,17267,2997,127,1000,1030,4,1000;1008;1022;1030
